date,swe,latitude,longitude
1991-01-01,530.86,47.74607,-121.09288
1991-01-02,538.48,47.74607,-121.09288
1991-01-03,538.48,47.74607,-121.09288
1991-01-04,538.48,47.74607,-121.09288
1991-01-05,538.48,47.74607,-121.09288
1991-01-06,538.48,47.74607,-121.09288
1991-01-07,543.56,47.74607,-121.09288
1991-01-08,558.8,47.74607,-121.09288
1991-01-09,568.96,47.74607,-121.09288
1991-01-10,591.82,47.74607,-121.09288
1991-01-11,617.22,47.74607,-121.09288
1991-01-12,650.24,47.74607,-121.09288
1991-01-13,731.52,47.74607,-121.09288
1991-01-14,774.7,47.74607,-121.09288
1991-01-15,774.7,47.74607,-121.09288
1991-01-16,774.7,47.74607,-121.09288
1991-01-17,774.7,47.74607,-121.09288
1991-01-18,769.62,47.74607,-121.09288
1991-01-19,769.62,47.74607,-121.09288
1991-01-20,769.62,47.74607,-121.09288
1991-01-21,769.62,47.74607,-121.09288
1991-01-22,769.62,47.74607,-121.09288
1991-01-23,769.62,47.74607,-121.09288
1991-01-24,769.62,47.74607,-121.09288
1991-01-25,769.62,47.74607,-121.09288
1991-01-26,764.54,47.74607,-121.09288
1991-01-27,764.54,47.74607,-121.09288
1991-01-28,764.54,47.74607,-121.09288
1991-01-29,756.92,47.74607,-121.09288
1991-01-30,759.46,47.74607,-121.09288
1991-01-31,769.62,47.74607,-121.09288
1991-02-01,792.48,47.74607,-121.09288
1991-02-02,802.64,47.74607,-121.09288
1991-02-03,843.28,47.74607,-121.09288
1991-02-04,843.28,47.74607,-121.09288
1991-02-05,871.22,47.74607,-121.09288
1991-02-06,868.68,47.74607,-121.09288
1991-02-07,861.06,47.74607,-121.09288
1991-02-08,855.98,47.74607,-121.09288
1991-02-09,850.9,47.74607,-121.09288
1991-02-10,850.9,47.74607,-121.09288
1991-02-11,845.82,47.74607,-121.09288
1991-02-12,855.98,47.74607,-121.09288
1991-02-13,863.6,47.74607,-121.09288
1991-02-14,863.6,47.74607,-121.09288
1991-02-15,848.36,47.74607,-121.09288
1991-02-16,848.36,47.74607,-121.09288
1991-02-17,843.28,47.74607,-121.09288
1991-02-18,850.9,47.74607,-121.09288
1991-02-19,886.46,47.74607,-121.09288
1991-02-20,932.18,47.74607,-121.09288
1991-02-21,914.4,47.74607,-121.09288
1991-02-22,914.4,47.74607,-121.09288
1991-02-23,914.4,47.74607,-121.09288
1991-02-24,916.94,47.74607,-121.09288
1991-02-25,919.48,47.74607,-121.09288
1991-02-26,919.48,47.74607,-121.09288
1991-02-27,919.48,47.74607,-121.09288
1991-02-28,919.48,47.74607,-121.09288
1991-03-01,916.94,47.74607,-121.09288
1991-03-02,916.94,47.74607,-121.09288
1991-03-03,960.12,47.74607,-121.09288
1991-03-04,1005.84,47.74607,-121.09288
1991-03-05,1008.38,47.74607,-121.09288
1991-03-06,1016.0,47.74607,-121.09288
1991-03-07,1021.08,47.74607,-121.09288
1991-03-08,1023.62,47.74607,-121.09288
1991-03-09,1026.16,47.74607,-121.09288
1991-03-10,1033.78,47.74607,-121.09288
1991-03-11,1033.78,47.74607,-121.09288
1991-03-12,1046.48,47.74607,-121.09288
1991-03-13,1056.64,47.74607,-121.09288
1991-03-14,1061.72,47.74607,-121.09288
1991-03-15,1066.8,47.74607,-121.09288
1991-03-16,1066.8,47.74607,-121.09288
1991-03-17,1066.8,47.74607,-121.09288
1991-03-18,1069.34,47.74607,-121.09288
1991-03-19,1076.96,47.74607,-121.09288
1991-03-20,1084.58,47.74607,-121.09288
1991-03-21,1082.04,47.74607,-121.09288
1991-03-22,1084.58,47.74607,-121.09288
1991-03-23,1084.58,47.74607,-121.09288
1991-03-24,1092.2,47.74607,-121.09288
1991-03-25,1102.36,47.74607,-121.09288
1991-03-26,1102.36,47.74607,-121.09288
1991-03-27,1102.36,47.74607,-121.09288
1991-03-28,1109.98,47.74607,-121.09288
1991-03-29,1112.52,47.74607,-121.09288
1991-03-30,1112.52,47.74607,-121.09288
1991-03-31,1104.9,47.74607,-121.09288
1991-04-01,1099.82,47.74607,-121.09288
1991-04-02,1102.36,47.74607,-121.09288
1991-04-03,1109.98,47.74607,-121.09288
1991-04-04,1135.38,47.74607,-121.09288
1991-04-05,1196.34,47.74607,-121.09288
