date,swe,latitude,longitude
1991-01-01,109.22,43.86067,-109.32163
1991-01-02,114.3,43.86067,-109.32163
1991-01-03,114.3,43.86067,-109.32163
1991-01-04,114.3,43.86067,-109.32163
1991-01-05,114.3,43.86067,-109.32163
1991-01-06,114.3,43.86067,-109.32163
1991-01-07,114.3,43.86067,-109.32163
1991-01-08,114.3,43.86067,-109.32163
1991-01-09,116.84,43.86067,-109.32163
1991-01-10,116.84,43.86067,-109.32163
1991-01-11,116.84,43.86067,-109.32163
1991-01-12,121.92,43.86067,-109.32163
1991-01-13,124.46,43.86067,-109.32163
1991-01-14,132.08,43.86067,-109.32163
1991-01-15,134.62,43.86067,-109.32163
1991-01-16,134.62,43.86067,-109.32163
1991-01-17,134.62,43.86067,-109.32163
1991-01-18,134.62,43.86067,-109.32163
1991-01-19,134.62,43.86067,-109.32163
1991-01-20,134.62,43.86067,-109.32163
1991-01-21,134.62,43.86067,-109.32163
1991-01-22,134.62,43.86067,-109.32163
1991-01-23,134.62,43.86067,-109.32163
1991-01-24,134.62,43.86067,-109.32163
1991-01-25,134.62,43.86067,-109.32163
1991-01-26,134.62,43.86067,-109.32163
1991-01-27,134.62,43.86067,-109.32163
1991-01-28,134.62,43.86067,-109.32163
1991-01-29,134.62,43.86067,-109.32163
1991-01-30,137.16,43.86067,-109.32163
1991-01-31,139.7,43.86067,-109.32163
1991-02-01,142.24,43.86067,-109.32163
1991-02-02,142.24,43.86067,-109.32163
1991-02-03,142.24,43.86067,-109.32163
1991-02-04,142.24,43.86067,-109.32163
1991-02-05,142.24,43.86067,-109.32163
1991-02-06,144.78,43.86067,-109.32163
1991-02-07,147.32,43.86067,-109.32163
1991-02-08,147.32,43.86067,-109.32163
1991-02-09,147.32,43.86067,-109.32163
1991-02-10,147.32,43.86067,-109.32163
1991-02-11,147.32,43.86067,-109.32163
1991-02-12,147.32,43.86067,-109.32163
1991-02-13,147.32,43.86067,-109.32163
1991-02-14,147.32,43.86067,-109.32163
1991-02-15,149.86,43.86067,-109.32163
1991-02-16,149.86,43.86067,-109.32163
1991-02-17,152.4,43.86067,-109.32163
1991-02-18,152.4,43.86067,-109.32163
1991-02-19,152.4,43.86067,-109.32163
1991-02-20,152.4,43.86067,-109.32163
1991-02-21,152.4,43.86067,-109.32163
1991-02-22,152.4,43.86067,-109.32163
1991-02-23,152.4,43.86067,-109.32163
1991-02-24,152.4,43.86067,-109.32163
1991-02-25,152.4,43.86067,-109.32163
1991-02-26,152.4,43.86067,-109.32163
1991-02-27,152.4,43.86067,-109.32163
1991-02-28,152.4,43.86067,-109.32163
1991-03-01,154.94,43.86067,-109.32163
1991-03-02,157.48,43.86067,-109.32163
1991-03-03,157.48,43.86067,-109.32163
1991-03-04,172.72,43.86067,-109.32163
1991-03-05,208.28,43.86067,-109.32163
1991-03-06,210.82,43.86067,-109.32163
1991-03-07,210.82,43.86067,-109.32163
1991-03-08,210.82,43.86067,-109.32163
1991-03-09,210.82,43.86067,-109.32163
1991-03-10,213.36,43.86067,-109.32163
1991-03-11,213.36,43.86067,-109.32163
1991-03-12,210.82,43.86067,-109.32163
1991-03-13,210.82,43.86067,-109.32163
1991-03-14,210.82,43.86067,-109.32163
1991-03-15,213.36,43.86067,-109.32163
1991-03-16,213.36,43.86067,-109.32163
1991-03-17,213.36,43.86067,-109.32163
1991-03-18,215.9,43.86067,-109.32163
1991-03-19,215.9,43.86067,-109.32163
1991-03-20,215.9,43.86067,-109.32163
1991-03-21,215.9,43.86067,-109.32163
1991-03-22,215.9,43.86067,-109.32163
1991-03-23,215.9,43.86067,-109.32163
1991-03-24,218.44,43.86067,-109.32163
1991-03-25,220.98,43.86067,-109.32163
1991-03-26,226.06,43.86067,-109.32163
1991-03-27,226.06,43.86067,-109.32163
1991-03-28,226.06,43.86067,-109.32163
1991-03-29,233.68,43.86067,-109.32163
1991-03-30,236.22,43.86067,-109.32163
1991-03-31,236.22,43.86067,-109.32163
1991-04-01,241.3,43.86067,-109.32163
1991-04-02,241.3,43.86067,-109.32163
1991-04-03,241.3,43.86067,-109.32163
1991-04-04,241.3,43.86067,-109.32163
1991-04-05,243.84,43.86067,-109.32163
1991-04-06,238.76,43.86067,-109.32163
1991-04-07,236.22,43.86067,-109.32163
1991-04-08,233.68,43.86067,-109.32163
1991-04-09,231.14,43.86067,-109.32163
1991-04-10,236.22,43.86067,-109.32163
1991-04-11,236.22,43.86067,-109.32163
1991-04-12,256.54,43.86067,-109.32163
1991-04-13,271.78,43.86067,-109.32163
1991-04-14,276.86,43.86067,-109.32163
1991-04-15,279.4,43.86067,-109.32163
1991-04-16,289.56,43.86067,-109.32163
1991-04-17,297.18,43.86067,-109.32163
1991-04-18,304.8,43.86067,-109.32163
1991-04-19,317.5,43.86067,-109.32163
1991-04-20,317.5,43.86067,-109.32163
1991-04-21,317.5,43.86067,-109.32163
1991-04-22,317.5,43.86067,-109.32163
1991-04-23,317.5,43.86067,-109.32163
1991-04-24,312.42,43.86067,-109.32163
1991-04-25,314.96,43.86067,-109.32163
1991-04-26,322.58,43.86067,-109.32163
1991-04-27,325.12,43.86067,-109.32163
1991-04-28,327.66,43.86067,-109.32163
1991-04-29,327.66,43.86067,-109.32163
1991-04-30,327.66,43.86067,-109.32163
1991-05-01,330.2,43.86067,-109.32163
1991-05-02,335.28,43.86067,-109.32163
1991-05-03,342.9,43.86067,-109.32163
1991-05-04,355.6,43.86067,-109.32163
1991-05-05,358.14,43.86067,-109.32163
1991-05-06,358.14,43.86067,-109.32163
1991-05-07,360.68,43.86067,-109.32163
1991-05-08,358.14,43.86067,-109.32163
1991-05-09,355.6,43.86067,-109.32163
1991-05-10,350.52,43.86067,-109.32163
1991-05-11,353.06,43.86067,-109.32163
1991-05-12,358.14,43.86067,-109.32163
1991-05-13,355.6,43.86067,-109.32163
1991-05-14,347.98,43.86067,-109.32163
1991-05-15,340.36,43.86067,-109.32163
1991-05-16,340.36,43.86067,-109.32163
1991-05-17,335.28,43.86067,-109.32163
1991-05-18,340.36,43.86067,-109.32163
1991-05-19,345.44,43.86067,-109.32163
1991-05-20,340.36,43.86067,-109.32163
1991-05-21,325.12,43.86067,-109.32163
1991-05-22,309.88,43.86067,-109.32163
1991-05-23,299.72,43.86067,-109.32163
1991-05-24,289.56,43.86067,-109.32163
1991-05-25,276.86,43.86067,-109.32163
1991-05-26,264.16,43.86067,-109.32163
1991-05-27,276.86,43.86067,-109.32163
1991-05-28,279.4,43.86067,-109.32163
1991-05-29,276.86,43.86067,-109.32163
1991-05-30,276.86,43.86067,-109.32163
1991-05-31,281.94,43.86067,-109.32163
1991-06-01,289.56,43.86067,-109.32163
1991-06-02,279.4,43.86067,-109.32163
1991-06-03,269.24,43.86067,-109.32163
1991-06-04,264.16,43.86067,-109.32163
1991-06-05,254.0,43.86067,-109.32163
1991-06-06,236.22,43.86067,-109.32163
1991-06-07,228.6,43.86067,-109.32163
1991-06-08,213.36,43.86067,-109.32163
1991-06-09,193.04,43.86067,-109.32163
1991-06-10,162.56,43.86067,-109.32163
1991-06-11,134.62,43.86067,-109.32163
1991-06-12,106.68,43.86067,-109.32163
1991-06-13,68.58,43.86067,-109.32163
1991-06-14,30.48,43.86067,-109.32163
1991-06-15,17.78,43.86067,-109.32163
1991-06-16,5.08,43.86067,-109.32163
1991-06-17,0.0,43.86067,-109.32163
1991-06-18,0.0,43.86067,-109.32163
1991-06-19,0.0,43.86067,-109.32163
1991-06-20,0.0,43.86067,-109.32163
1991-06-21,0.0,43.86067,-109.32163
1991-06-22,0.0,43.86067,-109.32163
1991-06-23,0.0,43.86067,-109.32163
1991-06-24,0.0,43.86067,-109.32163
1991-06-25,0.0,43.86067,-109.32163
1991-06-26,0.0,43.86067,-109.32163
1991-06-27,0.0,43.86067,-109.32163
1991-06-28,0.0,43.86067,-109.32163
1991-06-29,0.0,43.86067,-109.32163
1991-06-30,0.0,43.86067,-109.32163
1991-07-01,0.0,43.86067,-109.32163
1991-07-02,0.0,43.86067,-109.32163
1991-07-03,0.0,43.86067,-109.32163
1991-07-04,0.0,43.86067,-109.32163
1991-07-05,0.0,43.86067,-109.32163
1991-07-06,0.0,43.86067,-109.32163
1991-07-07,0.0,43.86067,-109.32163
1991-07-08,0.0,43.86067,-109.32163
1991-07-09,0.0,43.86067,-109.32163
1991-07-10,0.0,43.86067,-109.32163
1991-07-11,0.0,43.86067,-109.32163
1991-07-12,0.0,43.86067,-109.32163
1991-07-13,0.0,43.86067,-109.32163
1991-07-14,0.0,43.86067,-109.32163
1991-07-15,0.0,43.86067,-109.32163
1991-07-16,0.0,43.86067,-109.32163
1991-07-17,0.0,43.86067,-109.32163
1991-07-18,0.0,43.86067,-109.32163
1991-07-19,0.0,43.86067,-109.32163
1991-07-20,0.0,43.86067,-109.32163
1991-07-21,0.0,43.86067,-109.32163
1991-07-22,0.0,43.86067,-109.32163
1991-07-23,0.0,43.86067,-109.32163
1991-07-24,0.0,43.86067,-109.32163
1991-07-25,0.0,43.86067,-109.32163
1991-07-26,0.0,43.86067,-109.32163
1991-07-27,0.0,43.86067,-109.32163
1991-07-28,0.0,43.86067,-109.32163
1991-07-29,0.0,43.86067,-109.32163
1991-07-30,0.0,43.86067,-109.32163
1991-07-31,0.0,43.86067,-109.32163
1991-08-01,0.0,43.86067,-109.32163
1991-08-02,0.0,43.86067,-109.32163
1991-08-03,0.0,43.86067,-109.32163
1991-08-04,0.0,43.86067,-109.32163
1991-08-05,0.0,43.86067,-109.32163
1991-08-06,0.0,43.86067,-109.32163
1991-08-07,0.0,43.86067,-109.32163
1991-08-08,0.0,43.86067,-109.32163
1991-08-09,0.0,43.86067,-109.32163
1991-08-10,0.0,43.86067,-109.32163
1991-08-11,0.0,43.86067,-109.32163
1991-08-12,0.0,43.86067,-109.32163
1991-08-13,0.0,43.86067,-109.32163
1991-08-14,0.0,43.86067,-109.32163
1991-08-15,0.0,43.86067,-109.32163
1991-08-16,0.0,43.86067,-109.32163
1991-08-17,0.0,43.86067,-109.32163
1991-08-18,0.0,43.86067,-109.32163
1991-08-19,0.0,43.86067,-109.32163
1991-08-20,0.0,43.86067,-109.32163
1991-08-21,0.0,43.86067,-109.32163
1991-08-22,0.0,43.86067,-109.32163
1991-08-23,0.0,43.86067,-109.32163
1991-08-24,0.0,43.86067,-109.32163
1991-08-25,0.0,43.86067,-109.32163
1991-08-26,0.0,43.86067,-109.32163
1991-08-27,0.0,43.86067,-109.32163
1991-08-28,0.0,43.86067,-109.32163
1991-08-29,0.0,43.86067,-109.32163
1991-08-30,0.0,43.86067,-109.32163
1991-08-31,0.0,43.86067,-109.32163
1991-09-01,0.0,43.86067,-109.32163
1991-09-02,0.0,43.86067,-109.32163
1991-09-03,0.0,43.86067,-109.32163
1991-09-04,0.0,43.86067,-109.32163
1991-09-05,0.0,43.86067,-109.32163
1991-09-06,0.0,43.86067,-109.32163
1991-09-07,0.0,43.86067,-109.32163
1991-09-08,0.0,43.86067,-109.32163
1991-09-09,0.0,43.86067,-109.32163
1991-09-10,0.0,43.86067,-109.32163
1991-09-11,0.0,43.86067,-109.32163
1991-09-12,0.0,43.86067,-109.32163
1991-09-13,0.0,43.86067,-109.32163
1991-09-14,0.0,43.86067,-109.32163
1991-09-15,0.0,43.86067,-109.32163
1991-09-16,0.0,43.86067,-109.32163
1991-09-17,0.0,43.86067,-109.32163
1991-09-18,0.0,43.86067,-109.32163
1991-09-19,0.0,43.86067,-109.32163
1991-09-20,0.0,43.86067,-109.32163
1991-09-21,0.0,43.86067,-109.32163
1991-09-22,0.0,43.86067,-109.32163
1991-09-23,0.0,43.86067,-109.32163
1991-09-24,0.0,43.86067,-109.32163
1991-09-25,0.0,43.86067,-109.32163
1991-09-26,0.0,43.86067,-109.32163
1991-09-27,0.0,43.86067,-109.32163
1991-09-28,0.0,43.86067,-109.32163
1991-09-29,0.0,43.86067,-109.32163
1991-09-30,0.0,43.86067,-109.32163
1991-10-01,0.0,43.86067,-109.32163
1991-10-02,0.0,43.86067,-109.32163
1991-10-03,0.0,43.86067,-109.32163
1991-10-04,0.0,43.86067,-109.32163
1991-10-05,0.0,43.86067,-109.32163
1991-10-06,0.0,43.86067,-109.32163
1991-10-07,0.0,43.86067,-109.32163
1991-10-08,0.0,43.86067,-109.32163
1991-10-09,0.0,43.86067,-109.32163
1991-10-10,0.0,43.86067,-109.32163
1991-10-11,0.0,43.86067,-109.32163
1991-10-12,0.0,43.86067,-109.32163
1991-10-13,0.0,43.86067,-109.32163
1991-10-14,0.0,43.86067,-109.32163
1991-10-15,0.0,43.86067,-109.32163
1991-10-16,0.0,43.86067,-109.32163
1991-10-17,0.0,43.86067,-109.32163
1991-10-18,0.0,43.86067,-109.32163
1991-10-19,0.0,43.86067,-109.32163
1991-10-20,0.0,43.86067,-109.32163
1991-10-21,0.0,43.86067,-109.32163
1991-10-22,7.62,43.86067,-109.32163
1991-10-23,7.62,43.86067,-109.32163
1991-10-24,7.62,43.86067,-109.32163
1991-10-25,7.62,43.86067,-109.32163
1991-10-26,10.16,43.86067,-109.32163
1991-10-27,12.7,43.86067,-109.32163
1991-10-28,17.78,43.86067,-109.32163
1991-10-29,25.4,43.86067,-109.32163
1991-10-30,25.4,43.86067,-109.32163
1991-10-31,30.48,43.86067,-109.32163
1991-11-01,33.02,43.86067,-109.32163
1991-11-02,33.02,43.86067,-109.32163
1991-11-03,33.02,43.86067,-109.32163
1991-11-04,43.18,43.86067,-109.32163
1991-11-05,50.8,43.86067,-109.32163
1991-11-06,53.34,43.86067,-109.32163
1991-11-07,53.34,43.86067,-109.32163
1991-11-08,53.34,43.86067,-109.32163
1991-11-09,58.42,43.86067,-109.32163
1991-11-10,58.42,43.86067,-109.32163
1991-11-11,58.42,43.86067,-109.32163
1991-11-12,58.42,43.86067,-109.32163
1991-11-13,60.96,43.86067,-109.32163
1991-11-14,66.04,43.86067,-109.32163
1991-11-15,68.58,43.86067,-109.32163
1991-11-16,68.58,43.86067,-109.32163
1991-11-17,68.58,43.86067,-109.32163
1991-11-18,71.12,43.86067,-109.32163
1991-11-19,71.12,43.86067,-109.32163
1991-11-20,71.12,43.86067,-109.32163
1991-11-21,76.2,43.86067,-109.32163
1991-11-22,76.2,43.86067,-109.32163
1991-11-23,76.2,43.86067,-109.32163
1991-11-24,78.74,43.86067,-109.32163
1991-11-25,83.82,43.86067,-109.32163
1991-11-26,91.44,43.86067,-109.32163
1991-11-27,91.44,43.86067,-109.32163
1991-11-28,101.6,43.86067,-109.32163
1991-11-29,101.6,43.86067,-109.32163
1991-11-30,101.6,43.86067,-109.32163
1991-12-01,101.6,43.86067,-109.32163
1991-12-02,106.68,43.86067,-109.32163
1991-12-03,109.22,43.86067,-109.32163
1991-12-04,111.76,43.86067,-109.32163
1991-12-05,114.3,43.86067,-109.32163
1991-12-06,114.3,43.86067,-109.32163
1991-12-07,121.92,43.86067,-109.32163
1991-12-08,127.0,43.86067,-109.32163
