date,swe,latitude,longitude
1991-01-01,129.54,42.3801,-122.34943
1991-01-02,129.54,42.3801,-122.34943
1991-01-03,132.08,42.3801,-122.34943
1991-01-04,132.08,42.3801,-122.34943
1991-01-05,132.08,42.3801,-122.34943
1991-01-06,132.08,42.3801,-122.34943
1991-01-07,134.62,42.3801,-122.34943
1991-01-08,134.62,42.3801,-122.34943
1991-01-09,137.16,42.3801,-122.34943
1991-01-10,139.7,42.3801,-122.34943
1991-01-11,170.18,42.3801,-122.34943
1991-01-12,172.72,42.3801,-122.34943
1991-01-13,167.64,42.3801,-122.34943
1991-01-14,160.02,42.3801,-122.34943
1991-01-15,154.94,42.3801,-122.34943
1991-01-16,154.94,42.3801,-122.34943
1991-01-17,147.32,42.3801,-122.34943
1991-01-18,142.24,42.3801,-122.34943
1991-01-19,142.24,42.3801,-122.34943
1991-01-20,142.24,42.3801,-122.34943
1991-01-21,129.54,42.3801,-122.34943
1991-01-22,129.54,42.3801,-122.34943
1991-01-23,114.3,42.3801,-122.34943
1991-01-24,111.76,42.3801,-122.34943
1991-01-25,106.68,42.3801,-122.34943
1991-01-26,104.14,42.3801,-122.34943
1991-01-27,104.14,42.3801,-122.34943
1991-01-28,91.44,42.3801,-122.34943
1991-01-29,88.9,42.3801,-122.34943
1991-01-30,99.06,42.3801,-122.34943
1991-01-31,104.14,42.3801,-122.34943
1991-02-01,109.22,42.3801,-122.34943
1991-02-02,109.22,42.3801,-122.34943
1991-02-03,109.22,42.3801,-122.34943
1991-02-04,109.22,42.3801,-122.34943
1991-02-05,109.22,42.3801,-122.34943
1991-02-06,99.06,42.3801,-122.34943
1991-02-07,93.98,42.3801,-122.34943
1991-02-08,88.9,42.3801,-122.34943
1991-02-09,86.36,42.3801,-122.34943
1991-02-10,78.74,42.3801,-122.34943
1991-02-11,71.12,42.3801,-122.34943
1991-02-12,63.5,42.3801,-122.34943
1991-02-13,58.42,42.3801,-122.34943
1991-02-14,50.8,42.3801,-122.34943
1991-02-15,35.56,42.3801,-122.34943
1991-02-16,33.02,42.3801,-122.34943
1991-02-17,33.02,42.3801,-122.34943
1991-02-18,40.64,42.3801,-122.34943
1991-02-19,40.64,42.3801,-122.34943
1991-02-20,33.02,42.3801,-122.34943
1991-02-21,25.4,42.3801,-122.34943
1991-02-22,22.86,42.3801,-122.34943
1991-02-23,27.94,42.3801,-122.34943
1991-02-24,33.02,42.3801,-122.34943
1991-02-25,30.48,42.3801,-122.34943
1991-02-26,17.78,42.3801,-122.34943
1991-02-27,2.54,42.3801,-122.34943
1991-02-28,2.54,42.3801,-122.34943
1991-03-01,0.0,42.3801,-122.34943
1991-03-02,0.0,42.3801,-122.34943
1991-03-03,7.62,42.3801,-122.34943
1991-03-04,22.86,42.3801,-122.34943
1991-03-05,22.86,42.3801,-122.34943
1991-03-06,27.94,42.3801,-122.34943
1991-03-07,40.64,42.3801,-122.34943
1991-03-08,40.64,42.3801,-122.34943
1991-03-09,35.56,42.3801,-122.34943
1991-03-10,45.72,42.3801,-122.34943
1991-03-11,50.8,42.3801,-122.34943
1991-03-12,50.8,42.3801,-122.34943
1991-03-13,60.96,42.3801,-122.34943
1991-03-14,71.12,42.3801,-122.34943
1991-03-15,81.28,42.3801,-122.34943
1991-03-16,81.28,42.3801,-122.34943
1991-03-17,78.74,42.3801,-122.34943
1991-03-18,76.2,42.3801,-122.34943
1991-03-19,73.66,42.3801,-122.34943
1991-03-20,71.12,42.3801,-122.34943
1991-03-21,71.12,42.3801,-122.34943
1991-03-22,78.74,42.3801,-122.34943
1991-03-23,86.36,42.3801,-122.34943
1991-03-24,91.44,42.3801,-122.34943
1991-03-25,96.52,42.3801,-122.34943
1991-03-26,134.62,42.3801,-122.34943
1991-03-27,134.62,42.3801,-122.34943
1991-03-28,129.54,42.3801,-122.34943
1991-03-29,121.92,42.3801,-122.34943
1991-03-30,109.22,42.3801,-122.34943
1991-03-31,96.52,42.3801,-122.34943
1991-04-01,88.9,42.3801,-122.34943
1991-04-02,78.74,42.3801,-122.34943
1991-04-03,66.04,42.3801,-122.34943
1991-04-04,60.96,42.3801,-122.34943
1991-04-05,43.18,42.3801,-122.34943
1991-04-06,45.72,42.3801,-122.34943
1991-04-07,66.04,42.3801,-122.34943
1991-04-08,60.96,42.3801,-122.34943
1991-04-09,58.42,42.3801,-122.34943
1991-04-10,66.04,42.3801,-122.34943
1991-04-11,73.66,42.3801,-122.34943
1991-04-12,66.04,42.3801,-122.34943
1991-04-13,43.18,42.3801,-122.34943
1991-04-14,20.32,42.3801,-122.34943
1991-04-15,5.08,42.3801,-122.34943
1991-04-16,2.54,42.3801,-122.34943
1991-04-17,0.0,42.3801,-122.34943
1991-04-18,0.0,42.3801,-122.34943
1991-04-19,0.0,42.3801,-122.34943
1991-04-20,0.0,42.3801,-122.34943
1991-04-21,0.0,42.3801,-122.34943
1991-04-22,0.0,42.3801,-122.34943
1991-04-23,0.0,42.3801,-122.34943
1991-04-24,0.0,42.3801,-122.34943
1991-04-25,0.0,42.3801,-122.34943
1991-04-26,0.0,42.3801,-122.34943
1991-04-27,0.0,42.3801,-122.34943
1991-04-28,0.0,42.3801,-122.34943
1991-04-29,0.0,42.3801,-122.34943
1991-04-30,0.0,42.3801,-122.34943
1991-05-01,0.0,42.3801,-122.34943
1991-05-02,0.0,42.3801,-122.34943
1991-05-03,0.0,42.3801,-122.34943
1991-05-04,0.0,42.3801,-122.34943
1991-05-05,0.0,42.3801,-122.34943
1991-05-06,0.0,42.3801,-122.34943
1991-05-07,0.0,42.3801,-122.34943
1991-05-08,0.0,42.3801,-122.34943
1991-05-09,0.0,42.3801,-122.34943
1991-05-10,0.0,42.3801,-122.34943
1991-05-11,0.0,42.3801,-122.34943
1991-05-12,0.0,42.3801,-122.34943
1991-05-13,0.0,42.3801,-122.34943
1991-05-14,0.0,42.3801,-122.34943
1991-05-15,0.0,42.3801,-122.34943
1991-05-16,0.0,42.3801,-122.34943
1991-05-17,0.0,42.3801,-122.34943
1991-05-18,0.0,42.3801,-122.34943
1991-05-19,0.0,42.3801,-122.34943
1991-05-20,0.0,42.3801,-122.34943
1991-05-21,0.0,42.3801,-122.34943
1991-05-22,0.0,42.3801,-122.34943
1991-05-23,0.0,42.3801,-122.34943
1991-05-24,0.0,42.3801,-122.34943
1991-05-25,0.0,42.3801,-122.34943
1991-05-26,0.0,42.3801,-122.34943
1991-05-27,0.0,42.3801,-122.34943
1991-05-28,0.0,42.3801,-122.34943
1991-05-29,0.0,42.3801,-122.34943
1991-05-30,0.0,42.3801,-122.34943
1991-05-31,0.0,42.3801,-122.34943
1991-06-01,0.0,42.3801,-122.34943
1991-06-02,0.0,42.3801,-122.34943
1991-06-03,0.0,42.3801,-122.34943
1991-06-04,0.0,42.3801,-122.34943
1991-06-05,0.0,42.3801,-122.34943
1991-06-06,0.0,42.3801,-122.34943
1991-06-07,0.0,42.3801,-122.34943
1991-06-08,0.0,42.3801,-122.34943
1991-06-09,0.0,42.3801,-122.34943
1991-06-10,0.0,42.3801,-122.34943
1991-06-11,0.0,42.3801,-122.34943
1991-06-12,0.0,42.3801,-122.34943
1991-06-13,0.0,42.3801,-122.34943
1991-06-14,0.0,42.3801,-122.34943
1991-06-15,0.0,42.3801,-122.34943
1991-06-16,0.0,42.3801,-122.34943
1991-06-17,0.0,42.3801,-122.34943
1991-06-18,0.0,42.3801,-122.34943
1991-06-19,0.0,42.3801,-122.34943
1991-06-20,0.0,42.3801,-122.34943
1991-06-21,0.0,42.3801,-122.34943
1991-06-22,0.0,42.3801,-122.34943
1991-06-23,0.0,42.3801,-122.34943
1991-06-24,0.0,42.3801,-122.34943
1991-06-25,0.0,42.3801,-122.34943
1991-06-26,0.0,42.3801,-122.34943
1991-06-27,0.0,42.3801,-122.34943
1991-06-28,0.0,42.3801,-122.34943
1991-06-29,0.0,42.3801,-122.34943
1991-06-30,0.0,42.3801,-122.34943
1991-07-01,0.0,42.3801,-122.34943
