date,swe,latitude,longitude
1991-01-01,726.44,46.62153,-121.38643
1991-01-02,744.22,46.62153,-121.38643
1991-01-03,751.84,46.62153,-121.38643
1991-01-04,751.84,46.62153,-121.38643
1991-01-05,751.84,46.62153,-121.38643
1991-01-06,756.92,46.62153,-121.38643
1991-01-07,756.92,46.62153,-121.38643
1991-01-08,810.26,46.62153,-121.38643
1991-01-09,825.5,46.62153,-121.38643
1991-01-10,838.2,46.62153,-121.38643
1991-01-11,838.2,46.62153,-121.38643
1991-01-12,853.44,46.62153,-121.38643
1991-01-13,881.38,46.62153,-121.38643
1991-01-14,932.18,46.62153,-121.38643
1991-01-15,1000.76,46.62153,-121.38643
1991-01-16,1018.54,46.62153,-121.38643
1991-01-17,1018.54,46.62153,-121.38643
1991-01-18,1018.54,46.62153,-121.38643
1991-01-19,1028.7,46.62153,-121.38643
1991-01-20,1036.32,46.62153,-121.38643
1991-01-21,1036.32,46.62153,-121.38643
1991-01-22,1036.32,46.62153,-121.38643
1991-01-23,1036.32,46.62153,-121.38643
1991-01-24,1038.86,46.62153,-121.38643
1991-01-25,1043.94,46.62153,-121.38643
1991-01-26,1043.94,46.62153,-121.38643
1991-01-27,1043.94,46.62153,-121.38643
1991-01-28,1043.94,46.62153,-121.38643
1991-01-29,1043.94,46.62153,-121.38643
1991-01-30,1041.4,46.62153,-121.38643
1991-01-31,1041.4,46.62153,-121.38643
1991-02-01,1046.48,46.62153,-121.38643
1991-02-02,1046.48,46.62153,-121.38643
1991-02-03,1066.8,46.62153,-121.38643
1991-02-04,1066.8,46.62153,-121.38643
1991-02-05,1127.76,46.62153,-121.38643
1991-02-06,1148.08,46.62153,-121.38643
1991-02-07,1148.08,46.62153,-121.38643
1991-02-08,1148.08,46.62153,-121.38643
1991-02-09,1148.08,46.62153,-121.38643
1991-02-10,1145.54,46.62153,-121.38643
1991-02-11,1143.0,46.62153,-121.38643
1991-02-12,1155.7,46.62153,-121.38643
1991-02-13,1173.48,46.62153,-121.38643
1991-02-14,1183.64,46.62153,-121.38643
1991-02-15,1183.64,46.62153,-121.38643
1991-02-16,1186.18,46.62153,-121.38643
1991-02-17,1191.26,46.62153,-121.38643
1991-02-18,1201.42,46.62153,-121.38643
1991-02-19,1209.04,46.62153,-121.38643
1991-02-20,1272.54,46.62153,-121.38643
1991-02-21,1257.3,46.62153,-121.38643
1991-02-22,1249.68,46.62153,-121.38643
1991-02-23,1249.68,46.62153,-121.38643
1991-02-24,1249.68,46.62153,-121.38643
1991-02-25,1249.68,46.62153,-121.38643
1991-02-26,1249.68,46.62153,-121.38643
1991-02-27,1249.68,46.62153,-121.38643
1991-02-28,1249.68,46.62153,-121.38643
1991-03-01,1249.68,46.62153,-121.38643
1991-03-02,1259.84,46.62153,-121.38643
1991-03-03,1287.78,46.62153,-121.38643
1991-03-04,1330.96,46.62153,-121.38643
1991-03-05,1361.44,46.62153,-121.38643
1991-03-06,1379.22,46.62153,-121.38643
1991-03-07,1379.22,46.62153,-121.38643
1991-03-08,1381.76,46.62153,-121.38643
1991-03-09,1384.3,46.62153,-121.38643
1991-03-10,1394.46,46.62153,-121.38643
1991-03-11,1409.7,46.62153,-121.38643
1991-03-12,1422.4,46.62153,-121.38643
1991-03-13,1430.02,46.62153,-121.38643
1991-03-14,1430.02,46.62153,-121.38643
1991-03-15,1435.1,46.62153,-121.38643
1991-03-16,1440.18,46.62153,-121.38643
1991-03-17,1440.18,46.62153,-121.38643
1991-03-18,1440.18,46.62153,-121.38643
1991-03-19,1447.8,46.62153,-121.38643
1991-03-20,1447.8,46.62153,-121.38643
1991-03-21,1447.8,46.62153,-121.38643
1991-03-22,1455.42,46.62153,-121.38643
1991-03-23,1468.12,46.62153,-121.38643
1991-03-24,1483.36,46.62153,-121.38643
1991-03-25,1498.6,46.62153,-121.38643
1991-03-26,1503.68,46.62153,-121.38643
1991-03-27,1506.22,46.62153,-121.38643
1991-03-28,1503.68,46.62153,-121.38643
1991-03-29,1506.22,46.62153,-121.38643
1991-03-30,1501.14,46.62153,-121.38643
1991-03-31,1498.6,46.62153,-121.38643
1991-04-01,1496.06,46.62153,-121.38643
1991-04-02,1490.98,46.62153,-121.38643
1991-04-03,1513.84,46.62153,-121.38643
1991-04-04,1526.54,46.62153,-121.38643
1991-04-05,1559.56,46.62153,-121.38643
1991-04-06,1597.66,46.62153,-121.38643
1991-04-07,1610.36,46.62153,-121.38643
1991-04-08,1625.6,46.62153,-121.38643
1991-04-09,1648.46,46.62153,-121.38643
1991-04-10,1689.1,46.62153,-121.38643
1991-04-11,1689.1,46.62153,-121.38643
1991-04-12,1689.1,46.62153,-121.38643
1991-04-13,1689.1,46.62153,-121.38643
1991-04-14,1689.1,46.62153,-121.38643
1991-04-15,1694.18,46.62153,-121.38643
1991-04-16,1704.34,46.62153,-121.38643
1991-04-17,1704.34,46.62153,-121.38643
1991-04-18,1709.42,46.62153,-121.38643
1991-04-19,1706.88,46.62153,-121.38643
1991-04-20,1699.26,46.62153,-121.38643
1991-04-21,1691.64,46.62153,-121.38643
1991-04-22,1689.1,46.62153,-121.38643
1991-04-23,1686.56,46.62153,-121.38643
1991-04-24,1684.02,46.62153,-121.38643
1991-04-25,1681.48,46.62153,-121.38643
1991-04-26,1684.02,46.62153,-121.38643
1991-04-27,1686.56,46.62153,-121.38643
