date,swe,latitude,longitude
1991-01-01,101.6,44.78562,-111.71
1991-01-02,101.6,44.78562,-111.71
1991-01-03,101.6,44.78562,-111.71
1991-01-04,101.6,44.78562,-111.71
1991-01-05,101.6,44.78562,-111.71
1991-01-06,101.6,44.78562,-111.71
1991-01-07,104.14,44.78562,-111.71
1991-01-08,104.14,44.78562,-111.71
1991-01-09,104.14,44.78562,-111.71
1991-01-10,104.14,44.78562,-111.71
1991-01-11,104.14,44.78562,-111.71
1991-01-12,106.68,44.78562,-111.71
1991-01-13,106.68,44.78562,-111.71
1991-01-14,111.76,44.78562,-111.71
1991-01-15,114.3,44.78562,-111.71
1991-01-16,121.92,44.78562,-111.71
1991-01-17,121.92,44.78562,-111.71
1991-01-18,121.92,44.78562,-111.71
1991-01-19,124.46,44.78562,-111.71
1991-01-20,124.46,44.78562,-111.71
1991-01-21,127.0,44.78562,-111.71
1991-01-22,127.0,44.78562,-111.71
1991-01-23,129.54,44.78562,-111.71
1991-01-24,129.54,44.78562,-111.71
1991-01-25,129.54,44.78562,-111.71
1991-01-26,129.54,44.78562,-111.71
1991-01-27,132.08,44.78562,-111.71
1991-01-28,132.08,44.78562,-111.71
1991-01-29,132.08,44.78562,-111.71
1991-01-30,132.08,44.78562,-111.71
1991-01-31,137.16,44.78562,-111.71
1991-02-01,137.16,44.78562,-111.71
1991-02-02,139.7,44.78562,-111.71
1991-02-03,139.7,44.78562,-111.71
1991-02-04,139.7,44.78562,-111.71
1991-02-05,139.7,44.78562,-111.71
1991-02-06,139.7,44.78562,-111.71
1991-02-07,139.7,44.78562,-111.71
1991-02-08,139.7,44.78562,-111.71
1991-02-09,139.7,44.78562,-111.71
1991-02-10,139.7,44.78562,-111.71
1991-02-11,139.7,44.78562,-111.71
1991-02-12,142.24,44.78562,-111.71
1991-02-13,142.24,44.78562,-111.71
1991-02-14,142.24,44.78562,-111.71
1991-02-15,142.24,44.78562,-111.71
1991-02-16,142.24,44.78562,-111.71
1991-02-17,147.32,44.78562,-111.71
1991-02-18,147.32,44.78562,-111.71
1991-02-19,147.32,44.78562,-111.71
1991-02-20,149.86,44.78562,-111.71
1991-02-21,149.86,44.78562,-111.71
1991-02-22,149.86,44.78562,-111.71
1991-02-23,149.86,44.78562,-111.71
1991-02-24,149.86,44.78562,-111.71
1991-02-25,149.86,44.78562,-111.71
1991-02-26,149.86,44.78562,-111.71
1991-02-27,149.86,44.78562,-111.71
1991-02-28,149.86,44.78562,-111.71
1991-03-01,152.4,44.78562,-111.71
1991-03-02,157.48,44.78562,-111.71
1991-03-03,160.02,44.78562,-111.71
1991-03-04,167.64,44.78562,-111.71
1991-03-05,175.26,44.78562,-111.71
1991-03-06,175.26,44.78562,-111.71
1991-03-07,175.26,44.78562,-111.71
1991-03-08,180.34,44.78562,-111.71
1991-03-09,182.88,44.78562,-111.71
1991-03-10,182.88,44.78562,-111.71
1991-03-11,187.96,44.78562,-111.71
1991-03-12,193.04,44.78562,-111.71
1991-03-13,193.04,44.78562,-111.71
1991-03-14,198.12,44.78562,-111.71
1991-03-15,200.66,44.78562,-111.71
1991-03-16,200.66,44.78562,-111.71
1991-03-17,200.66,44.78562,-111.71
1991-03-18,200.66,44.78562,-111.71
1991-03-19,203.2,44.78562,-111.71
1991-03-20,205.74,44.78562,-111.71
1991-03-21,205.74,44.78562,-111.71
1991-03-22,205.74,44.78562,-111.71
1991-03-23,205.74,44.78562,-111.71
1991-03-24,218.44,44.78562,-111.71
1991-03-25,218.44,44.78562,-111.71
1991-03-26,226.06,44.78562,-111.71
1991-03-27,226.06,44.78562,-111.71
1991-03-28,226.06,44.78562,-111.71
1991-03-29,231.14,44.78562,-111.71
1991-03-30,231.14,44.78562,-111.71
1991-03-31,233.68,44.78562,-111.71
1991-04-01,233.68,44.78562,-111.71
1991-04-02,233.68,44.78562,-111.71
1991-04-03,233.68,44.78562,-111.71
1991-04-04,233.68,44.78562,-111.71
1991-04-05,233.68,44.78562,-111.71
1991-04-06,231.14,44.78562,-111.71
1991-04-07,233.68,44.78562,-111.71
1991-04-08,236.22,44.78562,-111.71
1991-04-09,236.22,44.78562,-111.71
1991-04-10,238.76,44.78562,-111.71
1991-04-11,238.76,44.78562,-111.71
1991-04-12,241.3,44.78562,-111.71
1991-04-13,243.84,44.78562,-111.71
1991-04-14,243.84,44.78562,-111.71
1991-04-15,246.38,44.78562,-111.71
1991-04-16,261.62,44.78562,-111.71
1991-04-17,269.24,44.78562,-111.71
1991-04-18,271.78,44.78562,-111.71
1991-04-19,274.32,44.78562,-111.71
1991-04-20,274.32,44.78562,-111.71
1991-04-21,274.32,44.78562,-111.71
1991-04-22,274.32,44.78562,-111.71
1991-04-23,274.32,44.78562,-111.71
1991-04-24,274.32,44.78562,-111.71
1991-04-25,274.32,44.78562,-111.71
1991-04-26,281.94,44.78562,-111.71
1991-04-27,281.94,44.78562,-111.71
1991-04-28,281.94,44.78562,-111.71
1991-04-29,284.48,44.78562,-111.71
1991-04-30,284.48,44.78562,-111.71
1991-05-01,284.48,44.78562,-111.71
1991-05-02,284.48,44.78562,-111.71
1991-05-03,289.56,44.78562,-111.71
1991-05-04,292.1,44.78562,-111.71
1991-05-05,294.64,44.78562,-111.71
1991-05-06,297.18,44.78562,-111.71
1991-05-07,297.18,44.78562,-111.71
1991-05-08,297.18,44.78562,-111.71
1991-05-09,307.34,44.78562,-111.71
1991-05-10,312.42,44.78562,-111.71
1991-05-11,337.82,44.78562,-111.71
1991-05-12,337.82,44.78562,-111.71
1991-05-13,337.82,44.78562,-111.71
1991-05-14,337.82,44.78562,-111.71
1991-05-15,335.28,44.78562,-111.71
1991-05-16,330.2,44.78562,-111.71
1991-05-17,327.66,44.78562,-111.71
1991-05-18,320.04,44.78562,-111.71
1991-05-19,320.04,44.78562,-111.71
1991-05-20,309.88,44.78562,-111.71
1991-05-21,297.18,44.78562,-111.71
1991-05-22,279.4,44.78562,-111.71
1991-05-23,259.08,44.78562,-111.71
1991-05-24,236.22,44.78562,-111.71
1991-05-25,215.9,44.78562,-111.71
1991-05-26,193.04,44.78562,-111.71
1991-05-27,190.5,44.78562,-111.71
1991-05-28,190.5,44.78562,-111.71
