date,swe,latitude,longitude
1991-01-01,495.3,48.52753,-120.9895
1991-01-02,505.46,48.52753,-120.9895
1991-01-03,508.0,48.52753,-120.9895
1991-01-04,510.54,48.52753,-120.9895
1991-01-05,510.54,48.52753,-120.9895
1991-01-06,515.62,48.52753,-120.9895
1991-01-07,525.78,48.52753,-120.9895
1991-01-08,556.26,48.52753,-120.9895
1991-01-09,566.42,48.52753,-120.9895
1991-01-10,589.28,48.52753,-120.9895
1991-01-11,601.98,48.52753,-120.9895
1991-01-12,632.46,48.52753,-120.9895
1991-01-13,690.88,48.52753,-120.9895
1991-01-14,723.9,48.52753,-120.9895
1991-01-15,739.14,48.52753,-120.9895
1991-01-16,739.14,48.52753,-120.9895
1991-01-17,741.68,48.52753,-120.9895
1991-01-18,741.68,48.52753,-120.9895
1991-01-19,744.22,48.52753,-120.9895
1991-01-20,746.76,48.52753,-120.9895
1991-01-21,751.84,48.52753,-120.9895
1991-01-22,754.38,48.52753,-120.9895
1991-01-23,756.92,48.52753,-120.9895
1991-01-24,759.46,48.52753,-120.9895
1991-01-25,764.54,48.52753,-120.9895
1991-01-26,767.08,48.52753,-120.9895
1991-01-27,767.08,48.52753,-120.9895
1991-01-28,769.62,48.52753,-120.9895
1991-01-29,774.7,48.52753,-120.9895
1991-01-30,774.7,48.52753,-120.9895
1991-01-31,774.7,48.52753,-120.9895
1991-02-01,779.78,48.52753,-120.9895
1991-02-02,792.48,48.52753,-120.9895
1991-02-03,805.18,48.52753,-120.9895
1991-02-04,817.88,48.52753,-120.9895
1991-02-05,858.52,48.52753,-120.9895
1991-02-06,863.6,48.52753,-120.9895
1991-02-07,863.6,48.52753,-120.9895
1991-02-08,868.68,48.52753,-120.9895
1991-02-09,868.68,48.52753,-120.9895
1991-02-10,868.68,48.52753,-120.9895
1991-02-11,868.68,48.52753,-120.9895
1991-02-12,876.3,48.52753,-120.9895
1991-02-13,878.84,48.52753,-120.9895
1991-02-14,883.92,48.52753,-120.9895
