date,swe,latitude,longitude
1991-01-01,299.72,46.24212,-113.7725
1991-01-02,299.72,46.24212,-113.7725
1991-01-03,299.72,46.24212,-113.7725
1991-01-04,299.72,46.24212,-113.7725
1991-01-05,299.72,46.24212,-113.7725
1991-01-06,299.72,46.24212,-113.7725
1991-01-07,299.72,46.24212,-113.7725
1991-01-08,304.8,46.24212,-113.7725
1991-01-09,304.8,46.24212,-113.7725
1991-01-10,304.8,46.24212,-113.7725
1991-01-11,307.34,46.24212,-113.7725
1991-01-12,312.42,46.24212,-113.7725
1991-01-13,320.04,46.24212,-113.7725
1991-01-14,335.28,46.24212,-113.7725
1991-01-15,350.52,46.24212,-113.7725
1991-01-16,350.52,46.24212,-113.7725
1991-01-17,355.6,46.24212,-113.7725
1991-01-18,363.22,46.24212,-113.7725
1991-01-19,365.76,46.24212,-113.7725
1991-01-20,368.3,46.24212,-113.7725
1991-01-21,368.3,46.24212,-113.7725
1991-01-22,373.38,46.24212,-113.7725
1991-01-23,375.92,46.24212,-113.7725
1991-01-24,381.0,46.24212,-113.7725
1991-01-25,381.0,46.24212,-113.7725
1991-01-26,381.0,46.24212,-113.7725
1991-01-27,388.62,46.24212,-113.7725
1991-01-28,393.7,46.24212,-113.7725
1991-01-29,393.7,46.24212,-113.7725
1991-01-30,393.7,46.24212,-113.7725
1991-01-31,398.78,46.24212,-113.7725
1991-02-01,401.32,46.24212,-113.7725
1991-02-02,401.32,46.24212,-113.7725
1991-02-03,401.32,46.24212,-113.7725
1991-02-04,401.32,46.24212,-113.7725
1991-02-05,401.32,46.24212,-113.7725
1991-02-06,401.32,46.24212,-113.7725
1991-02-07,403.86,46.24212,-113.7725
1991-02-08,406.4,46.24212,-113.7725
1991-02-09,406.4,46.24212,-113.7725
1991-02-10,406.4,46.24212,-113.7725
1991-02-11,406.4,46.24212,-113.7725
1991-02-12,406.4,46.24212,-113.7725
1991-02-13,411.48,46.24212,-113.7725
1991-02-14,411.48,46.24212,-113.7725
1991-02-15,416.56,46.24212,-113.7725
1991-02-16,429.26,46.24212,-113.7725
1991-02-17,429.26,46.24212,-113.7725
1991-02-18,429.26,46.24212,-113.7725
1991-02-19,434.34,46.24212,-113.7725
1991-02-20,441.96,46.24212,-113.7725
1991-02-21,447.04,46.24212,-113.7725
1991-02-22,447.04,46.24212,-113.7725
1991-02-23,447.04,46.24212,-113.7725
1991-02-24,447.04,46.24212,-113.7725
1991-02-25,449.58,46.24212,-113.7725
1991-02-26,452.12,46.24212,-113.7725
1991-02-27,454.66,46.24212,-113.7725
1991-02-28,457.2,46.24212,-113.7725
1991-03-01,457.2,46.24212,-113.7725
1991-03-02,457.2,46.24212,-113.7725
1991-03-03,462.28,46.24212,-113.7725
1991-03-04,485.14,46.24212,-113.7725
1991-03-05,502.92,46.24212,-113.7725
1991-03-06,502.92,46.24212,-113.7725
1991-03-07,508.0,46.24212,-113.7725
1991-03-08,518.16,46.24212,-113.7725
1991-03-09,528.32,46.24212,-113.7725
1991-03-10,528.32,46.24212,-113.7725
1991-03-11,528.32,46.24212,-113.7725
1991-03-12,528.32,46.24212,-113.7725
1991-03-13,533.4,46.24212,-113.7725
