date,swe,latitude,longitude
1991-01-01,546.1,48.9723,-115.95337
1991-01-02,548.64,48.9723,-115.95337
1991-01-03,551.18,48.9723,-115.95337
1991-01-04,551.18,48.9723,-115.95337
1991-01-05,553.72,48.9723,-115.95337
1991-01-06,553.72,48.9723,-115.95337
1991-01-07,561.34,48.9723,-115.95337
1991-01-08,566.42,48.9723,-115.95337
1991-01-09,574.04,48.9723,-115.95337
1991-01-10,579.12,48.9723,-115.95337
1991-01-11,581.66,48.9723,-115.95337
1991-01-12,594.36,48.9723,-115.95337
1991-01-13,612.14,48.9723,-115.95337
1991-01-14,622.3,48.9723,-115.95337
1991-01-15,629.92,48.9723,-115.95337
1991-01-16,629.92,48.9723,-115.95337
1991-01-17,637.54,48.9723,-115.95337
1991-01-18,642.62,48.9723,-115.95337
1991-01-19,645.16,48.9723,-115.95337
1991-01-20,647.7,48.9723,-115.95337
1991-01-21,655.32,48.9723,-115.95337
1991-01-22,660.4,48.9723,-115.95337
1991-01-23,660.4,48.9723,-115.95337
1991-01-24,660.4,48.9723,-115.95337
1991-01-25,660.4,48.9723,-115.95337
1991-01-26,660.4,48.9723,-115.95337
1991-01-27,660.4,48.9723,-115.95337
1991-01-28,660.4,48.9723,-115.95337
1991-01-29,660.4,48.9723,-115.95337
1991-01-30,660.4,48.9723,-115.95337
1991-01-31,662.94,48.9723,-115.95337
1991-02-01,668.02,48.9723,-115.95337
1991-02-02,675.64,48.9723,-115.95337
1991-02-03,678.18,48.9723,-115.95337
1991-02-04,685.8,48.9723,-115.95337
1991-02-05,703.58,48.9723,-115.95337
1991-02-06,706.12,48.9723,-115.95337
1991-02-07,718.82,48.9723,-115.95337
1991-02-08,721.36,48.9723,-115.95337
1991-02-09,721.36,48.9723,-115.95337
1991-02-10,721.36,48.9723,-115.95337
1991-02-11,723.9,48.9723,-115.95337
1991-02-12,723.9,48.9723,-115.95337
1991-02-13,723.9,48.9723,-115.95337
1991-02-14,723.9,48.9723,-115.95337
1991-02-15,726.44,48.9723,-115.95337
1991-02-16,726.44,48.9723,-115.95337
1991-02-17,726.44,48.9723,-115.95337
1991-02-18,726.44,48.9723,-115.95337
1991-02-19,728.98,48.9723,-115.95337
1991-02-20,744.22,48.9723,-115.95337
1991-02-21,751.84,48.9723,-115.95337
1991-02-22,751.84,48.9723,-115.95337
1991-02-23,751.84,48.9723,-115.95337
1991-02-24,751.84,48.9723,-115.95337
1991-02-25,751.84,48.9723,-115.95337
1991-02-26,759.46,48.9723,-115.95337
1991-02-27,769.62,48.9723,-115.95337
1991-02-28,772.16,48.9723,-115.95337
1991-03-01,772.16,48.9723,-115.95337
1991-03-02,789.94,48.9723,-115.95337
1991-03-03,802.64,48.9723,-115.95337
1991-03-04,830.58,48.9723,-115.95337
1991-03-05,845.82,48.9723,-115.95337
1991-03-06,845.82,48.9723,-115.95337
1991-03-07,853.44,48.9723,-115.95337
1991-03-08,855.98,48.9723,-115.95337
1991-03-09,866.14,48.9723,-115.95337
1991-03-10,873.76,48.9723,-115.95337
1991-03-11,878.84,48.9723,-115.95337
1991-03-12,883.92,48.9723,-115.95337
1991-03-13,894.08,48.9723,-115.95337
1991-03-14,901.7,48.9723,-115.95337
1991-03-15,901.7,48.9723,-115.95337
1991-03-16,901.7,48.9723,-115.95337
1991-03-17,901.7,48.9723,-115.95337
1991-03-18,906.78,48.9723,-115.95337
1991-03-19,916.94,48.9723,-115.95337
1991-03-20,916.94,48.9723,-115.95337
