date,swe,latitude,longitude
1991-01-01,106.68,44.83052,-118.18787
1991-01-02,106.68,44.83052,-118.18787
1991-01-03,106.68,44.83052,-118.18787
1991-01-04,106.68,44.83052,-118.18787
1991-01-05,106.68,44.83052,-118.18787
1991-01-06,109.22,44.83052,-118.18787
1991-01-07,109.22,44.83052,-118.18787
1991-01-08,109.22,44.83052,-118.18787
1991-01-09,109.22,44.83052,-118.18787
1991-01-10,124.46,44.83052,-118.18787
1991-01-11,134.62,44.83052,-118.18787
1991-01-12,147.32,44.83052,-118.18787
1991-01-13,154.94,44.83052,-118.18787
1991-01-14,154.94,44.83052,-118.18787
1991-01-15,170.18,44.83052,-118.18787
1991-01-16,175.26,44.83052,-118.18787
1991-01-17,175.26,44.83052,-118.18787
1991-01-18,180.34,44.83052,-118.18787
1991-01-19,180.34,44.83052,-118.18787
1991-01-20,180.34,44.83052,-118.18787
1991-01-21,180.34,44.83052,-118.18787
1991-01-22,180.34,44.83052,-118.18787
1991-01-23,180.34,44.83052,-118.18787
1991-01-24,180.34,44.83052,-118.18787
1991-01-25,182.88,44.83052,-118.18787
1991-01-26,180.34,44.83052,-118.18787
1991-01-27,180.34,44.83052,-118.18787
1991-01-28,180.34,44.83052,-118.18787
1991-01-29,182.88,44.83052,-118.18787
1991-01-30,190.5,44.83052,-118.18787
1991-01-31,190.5,44.83052,-118.18787
1991-02-01,190.5,44.83052,-118.18787
1991-02-02,190.5,44.83052,-118.18787
1991-02-03,190.5,44.83052,-118.18787
1991-02-04,190.5,44.83052,-118.18787
1991-02-05,190.5,44.83052,-118.18787
1991-02-06,190.5,44.83052,-118.18787
1991-02-07,190.5,44.83052,-118.18787
1991-02-08,190.5,44.83052,-118.18787
1991-02-09,190.5,44.83052,-118.18787
1991-02-10,190.5,44.83052,-118.18787
1991-02-11,193.04,44.83052,-118.18787
1991-02-12,193.04,44.83052,-118.18787
1991-02-13,200.66,44.83052,-118.18787
1991-02-14,208.28,44.83052,-118.18787
1991-02-15,208.28,44.83052,-118.18787
1991-02-16,208.28,44.83052,-118.18787
1991-02-17,208.28,44.83052,-118.18787
1991-02-18,208.28,44.83052,-118.18787
1991-02-19,215.9,44.83052,-118.18787
1991-02-20,215.9,44.83052,-118.18787
1991-02-21,218.44,44.83052,-118.18787
1991-02-22,218.44,44.83052,-118.18787
1991-02-23,218.44,44.83052,-118.18787
1991-02-24,220.98,44.83052,-118.18787
1991-02-25,220.98,44.83052,-118.18787
1991-02-26,228.6,44.83052,-118.18787
1991-02-27,226.06,44.83052,-118.18787
1991-02-28,220.98,44.83052,-118.18787
1991-03-01,218.44,44.83052,-118.18787
1991-03-02,218.44,44.83052,-118.18787
1991-03-03,233.68,44.83052,-118.18787
1991-03-04,246.38,44.83052,-118.18787
1991-03-05,256.54,44.83052,-118.18787
1991-03-06,256.54,44.83052,-118.18787
1991-03-07,264.16,44.83052,-118.18787
1991-03-08,264.16,44.83052,-118.18787
