date,swe,latitude,longitude
1991-01-01,167.64,45.04315,-116.13253
1991-01-02,167.64,45.04315,-116.13253
1991-01-03,167.64,45.04315,-116.13253
1991-01-04,167.64,45.04315,-116.13253
1991-01-05,167.64,45.04315,-116.13253
1991-01-06,167.64,45.04315,-116.13253
1991-01-07,170.18,45.04315,-116.13253
1991-01-08,177.8,45.04315,-116.13253
1991-01-09,177.8,45.04315,-116.13253
1991-01-10,182.88,45.04315,-116.13253
1991-01-11,190.5,45.04315,-116.13253
1991-01-12,200.66,45.04315,-116.13253
1991-01-13,215.9,45.04315,-116.13253
1991-01-14,223.52,45.04315,-116.13253
1991-01-15,241.3,45.04315,-116.13253
1991-01-16,248.92,45.04315,-116.13253
1991-01-17,254.0,45.04315,-116.13253
1991-01-18,254.0,45.04315,-116.13253
1991-01-19,254.0,45.04315,-116.13253
1991-01-20,254.0,45.04315,-116.13253
1991-01-21,254.0,45.04315,-116.13253
1991-01-22,254.0,45.04315,-116.13253
1991-01-23,254.0,45.04315,-116.13253
1991-01-24,254.0,45.04315,-116.13253
1991-01-25,254.0,45.04315,-116.13253
1991-01-26,254.0,45.04315,-116.13253
1991-01-27,254.0,45.04315,-116.13253
1991-01-28,254.0,45.04315,-116.13253
1991-01-29,254.0,45.04315,-116.13253
1991-01-30,254.0,45.04315,-116.13253
1991-01-31,254.0,45.04315,-116.13253
1991-02-01,259.08,45.04315,-116.13253
1991-02-02,259.08,45.04315,-116.13253
1991-02-03,266.7,45.04315,-116.13253
1991-02-04,269.24,45.04315,-116.13253
1991-02-05,274.32,45.04315,-116.13253
1991-02-06,281.94,45.04315,-116.13253
1991-02-07,281.94,45.04315,-116.13253
1991-02-08,281.94,45.04315,-116.13253
1991-02-09,281.94,45.04315,-116.13253
1991-02-10,281.94,45.04315,-116.13253
1991-02-11,281.94,45.04315,-116.13253
1991-02-12,284.48,45.04315,-116.13253
1991-02-13,289.56,45.04315,-116.13253
1991-02-14,292.1,45.04315,-116.13253
1991-02-15,292.1,45.04315,-116.13253
1991-02-16,302.26,45.04315,-116.13253
1991-02-17,307.34,45.04315,-116.13253
1991-02-18,307.34,45.04315,-116.13253
1991-02-19,309.88,45.04315,-116.13253
1991-02-20,312.42,45.04315,-116.13253
1991-02-21,314.96,45.04315,-116.13253
1991-02-22,314.96,45.04315,-116.13253
1991-02-23,314.96,45.04315,-116.13253
1991-02-24,314.96,45.04315,-116.13253
1991-02-25,314.96,45.04315,-116.13253
1991-02-26,314.96,45.04315,-116.13253
1991-02-27,314.96,45.04315,-116.13253
1991-02-28,314.96,45.04315,-116.13253
1991-03-01,320.04,45.04315,-116.13253
1991-03-02,327.66,45.04315,-116.13253
1991-03-03,350.52,45.04315,-116.13253
1991-03-04,378.46,45.04315,-116.13253
1991-03-05,416.56,45.04315,-116.13253
1991-03-06,419.1,45.04315,-116.13253
1991-03-07,424.18,45.04315,-116.13253
1991-03-08,431.8,45.04315,-116.13253
1991-03-09,431.8,45.04315,-116.13253
1991-03-10,431.8,45.04315,-116.13253
1991-03-11,436.88,45.04315,-116.13253
1991-03-12,439.42,45.04315,-116.13253
1991-03-13,459.74,45.04315,-116.13253
1991-03-14,459.74,45.04315,-116.13253
1991-03-15,459.74,45.04315,-116.13253
1991-03-16,459.74,45.04315,-116.13253
1991-03-17,459.74,45.04315,-116.13253
1991-03-18,459.74,45.04315,-116.13253
1991-03-19,459.74,45.04315,-116.13253
1991-03-20,469.9,45.04315,-116.13253
1991-03-21,469.9,45.04315,-116.13253
