date,swe,latitude,longitude
1991-01-01,185.42,40.53285,-105.88747
1991-01-02,185.42,40.53285,-105.88747
1991-01-03,185.42,40.53285,-105.88747
1991-01-04,185.42,40.53285,-105.88747
1991-01-05,198.12,40.53285,-105.88747
1991-01-06,198.12,40.53285,-105.88747
1991-01-07,198.12,40.53285,-105.88747
1991-01-08,198.12,40.53285,-105.88747
1991-01-09,198.12,40.53285,-105.88747
1991-01-10,200.66,40.53285,-105.88747
1991-01-11,200.66,40.53285,-105.88747
1991-01-12,203.2,40.53285,-105.88747
1991-01-13,205.74,40.53285,-105.88747
1991-01-14,205.74,40.53285,-105.88747
1991-01-15,213.36,40.53285,-105.88747
1991-01-16,236.22,40.53285,-105.88747
1991-01-17,238.76,40.53285,-105.88747
1991-01-18,238.76,40.53285,-105.88747
1991-01-19,241.3,40.53285,-105.88747
1991-01-20,259.08,40.53285,-105.88747
1991-01-21,259.08,40.53285,-105.88747
1991-01-22,261.62,40.53285,-105.88747
1991-01-23,261.62,40.53285,-105.88747
1991-01-24,269.24,40.53285,-105.88747
1991-01-25,276.86,40.53285,-105.88747
1991-01-26,276.86,40.53285,-105.88747
1991-01-27,276.86,40.53285,-105.88747
1991-01-28,276.86,40.53285,-105.88747
1991-01-29,276.86,40.53285,-105.88747
1991-01-30,276.86,40.53285,-105.88747
1991-01-31,276.86,40.53285,-105.88747
1991-02-01,279.4,40.53285,-105.88747
1991-02-02,276.86,40.53285,-105.88747
1991-02-03,276.86,40.53285,-105.88747
1991-02-04,276.86,40.53285,-105.88747
1991-02-05,274.32,40.53285,-105.88747
1991-02-06,274.32,40.53285,-105.88747
1991-02-07,274.32,40.53285,-105.88747
1991-02-08,274.32,40.53285,-105.88747
1991-02-09,271.78,40.53285,-105.88747
1991-02-10,271.78,40.53285,-105.88747
1991-02-11,271.78,40.53285,-105.88747
1991-02-12,274.32,40.53285,-105.88747
1991-02-13,276.86,40.53285,-105.88747
1991-02-14,289.56,40.53285,-105.88747
1991-02-15,307.34,40.53285,-105.88747
1991-02-16,307.34,40.53285,-105.88747
1991-02-17,307.34,40.53285,-105.88747
1991-02-18,317.5,40.53285,-105.88747
1991-02-19,327.66,40.53285,-105.88747
1991-02-20,330.2,40.53285,-105.88747
1991-02-21,330.2,40.53285,-105.88747
1991-02-22,330.2,40.53285,-105.88747
1991-02-23,330.2,40.53285,-105.88747
1991-02-24,330.2,40.53285,-105.88747
1991-02-25,330.2,40.53285,-105.88747
1991-02-26,337.82,40.53285,-105.88747
1991-02-27,337.82,40.53285,-105.88747
1991-02-28,337.82,40.53285,-105.88747
1991-03-01,340.36,40.53285,-105.88747
1991-03-02,342.9,40.53285,-105.88747
1991-03-03,347.98,40.53285,-105.88747
1991-03-04,350.52,40.53285,-105.88747
1991-03-05,360.68,40.53285,-105.88747
1991-03-06,396.24,40.53285,-105.88747
1991-03-07,403.86,40.53285,-105.88747
1991-03-08,406.4,40.53285,-105.88747
1991-03-09,408.94,40.53285,-105.88747
1991-03-10,414.02,40.53285,-105.88747
1991-03-11,414.02,40.53285,-105.88747
1991-03-12,429.26,40.53285,-105.88747
1991-03-13,431.8,40.53285,-105.88747
1991-03-14,431.8,40.53285,-105.88747
1991-03-15,434.34,40.53285,-105.88747
1991-03-16,436.88,40.53285,-105.88747
1991-03-17,441.96,40.53285,-105.88747
1991-03-18,444.5,40.53285,-105.88747
1991-03-19,444.5,40.53285,-105.88747
1991-03-20,454.66,40.53285,-105.88747
1991-03-21,454.66,40.53285,-105.88747
1991-03-22,462.28,40.53285,-105.88747
1991-03-23,469.9,40.53285,-105.88747
1991-03-24,472.44,40.53285,-105.88747
1991-03-25,472.44,40.53285,-105.88747
1991-03-26,472.44,40.53285,-105.88747
1991-03-27,492.76,40.53285,-105.88747
1991-03-28,495.3,40.53285,-105.88747
1991-03-29,497.84,40.53285,-105.88747
1991-03-30,502.92,40.53285,-105.88747
1991-03-31,502.92,40.53285,-105.88747
1991-04-01,502.92,40.53285,-105.88747
1991-04-02,502.92,40.53285,-105.88747
1991-04-03,502.92,40.53285,-105.88747
1991-04-04,502.92,40.53285,-105.88747
1991-04-05,502.92,40.53285,-105.88747
1991-04-06,502.92,40.53285,-105.88747
1991-04-07,502.92,40.53285,-105.88747
1991-04-08,505.46,40.53285,-105.88747
1991-04-09,505.46,40.53285,-105.88747
1991-04-10,508.0,40.53285,-105.88747
1991-04-11,513.08,40.53285,-105.88747
1991-04-12,520.7,40.53285,-105.88747
1991-04-13,535.94,40.53285,-105.88747
1991-04-14,548.64,40.53285,-105.88747
1991-04-15,553.72,40.53285,-105.88747
1991-04-16,553.72,40.53285,-105.88747
1991-04-17,553.72,40.53285,-105.88747
1991-04-18,553.72,40.53285,-105.88747
1991-04-19,556.26,40.53285,-105.88747
1991-04-20,556.26,40.53285,-105.88747
1991-04-21,556.26,40.53285,-105.88747
1991-04-22,561.34,40.53285,-105.88747
1991-04-23,566.42,40.53285,-105.88747
1991-04-24,568.96,40.53285,-105.88747
1991-04-25,574.04,40.53285,-105.88747
1991-04-26,581.66,40.53285,-105.88747
1991-04-27,584.2,40.53285,-105.88747
1991-04-28,586.74,40.53285,-105.88747
1991-04-29,601.98,40.53285,-105.88747
1991-04-30,614.68,40.53285,-105.88747
1991-05-01,617.22,40.53285,-105.88747
1991-05-02,624.84,40.53285,-105.88747
1991-05-03,624.84,40.53285,-105.88747
1991-05-04,624.84,40.53285,-105.88747
1991-05-05,637.54,40.53285,-105.88747
1991-05-06,640.08,40.53285,-105.88747
1991-05-07,642.62,40.53285,-105.88747
1991-05-08,652.78,40.53285,-105.88747
1991-05-09,655.32,40.53285,-105.88747
1991-05-10,635.0,40.53285,-105.88747
1991-05-11,614.68,40.53285,-105.88747
1991-05-12,601.98,40.53285,-105.88747
1991-05-13,599.44,40.53285,-105.88747
1991-05-14,584.2,40.53285,-105.88747
1991-05-15,558.8,40.53285,-105.88747
